theta0,kappa,phi,alpha,beta,Qx,Qy,theta1,theta2,theta3,tau1,tau2,tau3,k1_point,k2_point,k3_point,reconstruction_error,branch_used,ik_success
0.4412258348898709,0.0,1.5707963267948966,0.4748224654541107,0.0,0.9483591289943041,0.2890299370419416,0.2164992757544894,0.16732725384965239,0.05739930528572909,0.8056399464391549,0.48102338913093606,0.12880445186971273,3.7212131247623765,2.874746211774606,2.244007157029769,1.1102230246251565e-16,plus,True
0.45149963574084334,0.0,1.5707963267948966,0.4876119208039379,0.0,0.9459389478575233,0.29551616517787394,0.22167857728375057,0.17113383949805633,0.05868721895903645,0.8249798304953384,0.4920038726612539,0.13162505497660182,3.7215135562664536,2.8749654311755326,2.24282317873123,5.551115123125783e-17,plus,True
0.4617734365918158,0.0,1.5707963267948966,0.5005327214996661,0.0,0.9434641612378041,0.30198586645434494,0.22686817040302554,0.17493366213453326,0.059971604054257,0.8443628242235824,0.5029680126924494,0.13443264413479486,3.72182145570969,2.8751928391325867,2.241604943785931,0.0,plus,True
0.47204723744278826,0.0,1.5707963267948966,0.5135893086735591,0.0,0.940934831971675,0.3084387003388666,0.23206838173755318,0.1787264961240103,0.0612523595812248,0.8637902779836962,0.513915297328507,0.13722683973287395,3.7221368611970553,2.875428705164814,2.2403518929079267,5.551115123125783e-17,plus,True
0.4823210382937607,0.0,1.5707963267948966,0.5267862433346802,0.0,0.9383510228028724,0.31487432887138117,0.23727954537652862,0.18251210995202466,0.06252938296520744,0.8832635717962238,0.5248452037472691,0.14000725555988672,3.7224598116732364,2.8756733122269558,2.2390634437859314,0.0,plus,True
0.4925948391447332,0.0,1.5707963267948966,0.5401282119014704,0.0,0.9357127962583346,0.32129241674431025,0.24250200319786364,0.18629026595837353,0.06380256998849601,0.9027841166123842,0.5357571977751097,0.1427734985359141,3.722790346914287,2.8759269574225867,2.237738990163829,1.2412670766236366e-16,plus,True
0.5028686399957056,0.0,1.5707963267948966,0.5536200319991356,0.0,0.933020214518468,0.32769263138438837,0.24773610520702788,0.1900607200580483,0.06507181473062945,0.9223533556352819,0.5466507334442936,0.14552516843123706,3.723128507507981,2.87618995275476,2.2363779008415765,0.0,plus,True
0.5131424408466781,0.0,1.5707963267948966,0.5672666585431269,0.0,0.9302733392811534,0.3340746430370366,0.2529822098915182,0.1938232214490735,0.06633700950608645,0.9419727657029275,0.5575252525366216,0.1482618575747024,3.7234743348429786,2.8764626259351993,2.2349795186516404,1.1102230246251565e-16,plus,True
0.5234162416976506,0.0,1.5707963267948966,0.5810731901214983,0.0,0.9274722316194458,0.34043812485269465,0.25824068459114974,0.19757751230585852,0.0675980448006423,0.9616438587281336,0.5683801841077017,0.15098315054927916,3.723827871083217,2.876745321237898,2.2335431593406763,1.1102230246251565e-16,plus,True
0.5336900425486231,0.0,1.5707963267948966,0.5950448757014949,0.0,0.924616951832299,0.3467827529761048,0.26351190588608114,0.20132332745771142,0.0688548092048305,0.9813681832087919,0.5792149439968522,0.15368862387574117,3.7241891591533904,2.877038400423409,2.2320681104285036,0.0,plus,True
